,YEAR,FOCAL_DEPTH,EQ_PRIMARY,LATITUDE,LONGITUDE
3048,1927,10,7.3,34.813,-120.774
3050,1927,33,7.1,-44.6,-73.0
3052,1927,,5.5,25.2,102.5
3053,1927,,6.3,-0.7,119.7
3054,1927,35,7.5,55.663,160.039
3057,1928,33,5.8,49.0,-125.0
3058,1928,100,7.7,17.8,-97.6
3059,1928,,6.0,38.8,16.0
3060,1928,,5.0,31.6,60.0
3061,1928,33,8.1,-2.5,88.5
3062,1928,60,7.5,-22.0,170.5
3063,1928,60,7.7,15.67,-96.1
3064,1928,33,5.8,46.4,13.0
3065,1928,,6.5,38.1,27.4
3066,1928,30,6.9,-13.0,-69.5
3067,1928,7,6.8,42.2,25.3
3068,1928,,7.8,17.75,-97.1
3069,1928,10,7.0,42.1,25.0
3070,1928,29,6.0,38.0,23.0
3071,1928,,5.0,38.0,23.5
3072,1928,,5.2,38.0,23.0
3073,1928,,6.8,-13.0,-69.5
3074,1928,,4.3,40.8,26.8
3075,1928,,7.3,-5.0,-78.0
3078,1928,33,7.0,12.4,120.9
3079,1928,35,7.7,16.028,-97.036
3080,1928,70,7.0,-5.5,-79.0
3081,1928,,5.8,31.5,120.5
3082,1928,9,5.4,37.3,57.9
3083,1928,60,7.6,16.0,-97.0
3084,1928,33,7.1,-22.5,-70.5
3085,1928,25,7.6,-35.0,-72.0
3086,1928,,7.3,7.0,124.0
3087,1929,140,7.7,49.8,154.8
3088,1929,,6.0,40.7,111.6
3089,1929,,6.9,10.5,-64.2
3090,1929,,5.5,25.5,98.0
3091,1929,220,7.1,36.5,70.5
3092,1929,50,7.8,51.0,-170.0
3093,1929,50,7.4,37.8,57.6
3094,1929,10,6.5,40.2,37.9
3095,1929,30,6.8,31.7,132.2
3096,1929,33,7.0,51.0,-131.0
3098,1929,,7.2,8.5,127.0
3099,1929,,7.5,-41.75,172.25
3100,1929,10,7.8,-54.0,-29.5
3101,1929,57,5.8,37.5,58.0
3102,1929,65,6.2,32.2,49.7
3103,1929,33,6.3,63.9,-21.7
3105,1929,100,7.5,-23.0,-69.0
3106,1929,18,7.3,44.69,-56.0
3107,1929,25,7.8,52.5,171.5
3108,1930,,5.5,32.2,119.4
3109,1930,33,5.6,40.4,20.5
3110,1930,130,6.7,35.8,24.8
3114,1930,,7.3,17.3,96.5
3115,1930,30,7.5,38.1,44.7
3116,1930,,6.0,26.8,103.0
3117,1930,33,6.0,-5.6,105.3
3118,1930,,7.1,25.5,90.0
3119,1930,,5.6,37.8,-4.5
3121,1930,100,6.5,-9.3,114.3
3122,1930,7,6.5,41.1,15.4
3123,1930,,5.5,30.0,100.0
3124,1930,15,5.2,34.03,-118.643
3126,1930,,6.5,25.8,98.4
3127,1930,,6.3,38.4,68.5
3128,1930,35,6.6,-4.423,145.46
3129,1930,,5.0,35.8,52.1
3130,1930,,5.9,43.667,13.267
3132,1930,12,6.0,40.5,19.5
3133,1930,19,7.1,35.0,139.0
3134,1930,4,5.0,40.3,19.6
3135,1930,,7.3,18.2,96.4
3137,1930,,6.3,23.2,120.6
3138,1930,,5.5,23.2,120.6
3139,1930,33,6.5,-1.3,144.3
3140,1930,30,6.0,-24.7,-66.3
3141,1930,,6.0,-28.5,-71.0
3142,1931,,5.3,38.0,23.0
3143,1931,50,7.9,16.1,-96.8
3145,1931,60,7.6,25.6,96.8
3146,1931,33,5.8,40.6,20.8
3149,1931,35,7.7,-39.772,176.025
3150,1931,,7.1,-39.5,177.0
3152,1931,120,6.9,41.0,22.5
3153,1931,60,7.7,40.5,142.5
3154,1931,33,7.1,-32.5,-72.0
3155,1931,,6.9,18.3,120.2
3157,1931,,5.6,13.2,-85.7
3160,1931,22,6.3,39.2,46.0
3161,1931,70,6.0,54.0,1.067
3163,1931,35,7.0,-3.417,142.077
3164,1931,25,8.0,47.1,89.8
3165,1931,60,7.4,29.8,67.3
3167,1931,20,7.0,36.1,139.2
3168,1931,,7.4,-5.0,102.75
3169,1931,35,7.8,-10.932,161.016
3170,1931,50,7.7,-9.968,161.194
3171,1931,60,7.5,32.0,131.5
3172,1932,100,6.8,-12.0,-77.5
3173,1932,,5.4,20.0,-75.8
3174,1932,,6.0,30.1,101.8
3175,1932,,6.2,-17.5,179.6
3176,1932,15,6.0,31.4,115.0
3177,1932,,7.4,0.5,126.0
3178,1932,12,5.4,36.6,53.4
3179,1932,90,7.6,12.0,-87.5
3180,1932,600,7.9,-25.5,179.2
3181,1932,60,8.1,19.5,-104.25
3182,1932,54,7.9,19.452,-103.632
3183,1932,,6.9,19.0,-104.5
3184,1932,120,7.0,26.0,95.5
3187,1932,,6.8,-39.0,177.5
3188,1932,35,6.9,40.5,23.9
3189,1932,,6.2,40.5,23.8
3190,1932,,7.5,-32.0,-131.5
3193,1932,,7.2,38.7,-117.8
3194,1932,,7.6,39.7,96.7
3196,1932,,5.0,31.8,102.2
3197,1933,40,7.6,-20.0,-71.0
3199,1933,35,8.4,39.224,144.622
3200,1933,16,6.3,33.62,-117.97
3201,1933,16,6.4,36.8,27.2
3203,1933,90,6.9,12.0,-87.5
3205,1933,,7.5,-5.5,104.8
3206,1933,,7.5,31.9,103.4
3207,1933,,5.0,29.5,102.5
3209,1933,33,6.9,-2.0,-81.0
3210,1933,70,5.5,-22.0,-70.5
3211,1933,15,7.7,73.122,-70.014
3212,1933,27,6.3,32.1,56.0
3214,1934,,6.0,23.7,102.7
3215,1934,35,8.0,26.773,86.762
3216,1934,,6.3,41.0,108.8
3217,1934,22,7.9,17.5,119.0
3218,1934,60,7.5,-40.5,175.5
3220,1934,60,7.7,8.0,-82.5
3221,1934,35,7.8,-11.907,166.731
3222,1934,35,7.1,-11.139,165.503
3223,1934,,6.5,24.8,121.5
3225,1934,5,7.0,18.5,-105.5
3227,1934,130,6.9,-19.5,-69.5
3231,1934,,7.1,31.8,-115.5
3232,1935,7,6.2,40.5,27.5
3233,1935,,6.7,35.8,25.0
3234,1935,,6.0,36.3,53.3
3235,1935,14,6.3,36.3,53.5
3236,1935,,6.0,24.3,120.8
3237,1935,,6.0,29.4,102.3
3238,1935,,6.1,39.3,40.6
3239,1935,,6.0,24.8,120.8
3240,1935,33,7.5,29.5,66.8
3241,1935,,5.8,24.2,120.5
3242,1935,10,6.3,35.0,138.0
3243,1935,30,6.5,24.6,120.8
3247,1935,55,7.6,43.0,146.5
3248,1935,30,7.8,-3.824,141.416
3251,1935,,6.2,46.6,-112.0
3252,1935,,6.0,46.6,-112.0
3253,1935,,6.5,5.5,94.0
3255,1935,60,7.6,-9.8,161.0
3256,1935,,6.0,28.7,103.6
3258,1936,,7.0,1.1,-77.6
3259,1936,,6.8,35.4,103.4
3260,1936,60,7.7,4.5,126.5
3261,1936,,6.8,22.5,109.4
3262,1936,,6.8,28.6,103.6
3263,1936,20,7.2,55.0,165.0
3264,1936,,6.2,33.0,60.0
3265,1936,,5.0,35.2,127.6
3266,1936,60,7.3,-24.5,-70.0
3267,1936,,6.0,34.2,105.7
3269,1936,,5.5,26.6,103.0
3270,1936,,7.2,22.3,120.8
3271,1936,,7.3,6.1,94.7
3274,1936,,5.5,39.5,74.2
3275,1936,,7.3,55.2,164.0
3278,1937,60,7.5,35.5,97.6
3280,1937,,5.2,36.4,7.5
3281,1937,45,7.6,44.5,149.4
3282,1937,400,8.1,-21.5,-177.0
3284,1937,,7.7,18.8,-97.5
3285,1937,,7.0,35.4,115.1
3286,1937,60,7.5,14.5,121.5
3287,1937,,5.0,37.8,112.5
3289,1937,70,7.2,-9.4,110.2
3292,1937,240,7.2,36.5,70.5
3293,1937,,7.0,22.9,121.2
3294,1937,60,7.5,16.7,-98.5
3295,1937,10,6.2,-10.5,-76.5
3298,1938,25,8.5,-5.25,130.5
3302,1938,16,6.3,52.2,-131.9
3303,1938,33,6.7,39.4,33.8
3306,1938,,7.5,-6.0,147.8
3307,1938,,6.0,21.7,99.5
3308,1938,,7.6,-1.0,120.0
3310,1938,,6.1,43.6,144.3
3311,1938,35,7.6,25.208,125.115
3313,1938,10,6.3,-0.3,-78.4
3314,1938,30,7.7,37.1,141.7
3315,1938,30,7.6,37.2,141.7
3316,1938,0,7.5,37.5,142.2
3317,1938,0,7.1,37.0,141.7
3319,1938,25,8.2,55.48,-158.37
3320,1938,60,6.0,37.0,141.5
3323,1938,,7.0,22.9,121.5
3324,1939,,5.3,36.3,30.7
3325,1939,60,8.3,-36.25,-72.25
3327,1939,35,7.7,-7.08,155.386
3328,1939,20,6.6,32.3,132.0
3329,1939,100,7.4,-27.0,-70.5
3330,1939,35,7.9,-9.295,159.234
3331,1939,,7.0,40.1,139.5
3332,1939,110,6.5,13.5,121.25
3333,1939,16,6.5,37.053,-24.427
3334,1939,13,6.4,5.18,-0.13
3336,1939,,5.6,22.2,-79.1
3337,1939,,5.5,24.4,102.5
3338,1939,,6.5,39.1,26.8
3340,1939,80,5.9,39.7,40.4
3341,1939,220,6.9,36.3,70.6
3343,1939,35,7.7,39.77,39.533
3344,1940,15,4.8,38.1,13.5
3346,1940,,6.0,42.7,121.3
3349,1940,,6.0,23.9,102.3
3350,1940,19,6.0,41.7,43.8
3351,1940,16,7.2,32.733,-115.5
3352,1940,60,8.2,-10.5,-77.0
3353,1940,,5.5,24.4,102.5
3354,1940,65,7.4,52.0,178.2
3355,1940,10,7.5,44.2,139.5
3356,1940,,5.8,40.2,122.0
3357,1940,75,7.3,-22.0,-71.0
3358,1940,33,7.0,-41.5,-74.5
3359,1940,150,7.3,45.8,26.8
3360,1941,,5.9,16.4,43.5
3361,1941,15,7.4,-4.175,152.071
3362,1941,,6.6,40.5,-125.25
3363,1941,,6.3,33.5,58.6
3365,1941,60,7.9,18.9,-102.9
3366,1941,,6.0,47.0,127.2
3367,1941,,7.0,23.6,99.4
3368,1941,55,7.6,12.5,92.5
3370,1941,28,6.0,39.5,43.3
3371,1941,,6.0,31.7,102.3
3372,1941,70,5.9,39.7,39.4
3373,1941,10,7.4,32.0,132.1
3374,1941,,8.3,37.417,-18.983
3375,1941,,7.6,8.7,-83.2
3376,1941,,6.9,8.5,-84.0
3377,1941,,7.1,23.3,120.3
3378,1941,,7.0,22.7,99.9
3379,1942,,6.8,23.1,100.3
3380,1942,25,7.8,13.5,121.0
3381,1942,30,7.9,-0.75,-81.5
3382,1942,130,5.8,4.6,-74.5
3385,1942,,6.0,43.0,122.0
3386,1942,50,7.9,14.0,-91.0
3387,1942,60,8.2,-15.0,-76.0
3388,1942,33,6.0,41.7,20.4
3389,1942,25,7.9,-49.5,32.0
3391,1942,,6.1,39.2,28.2
3395,1942,,7.3,40.9,36.5
3396,1942,15,6.0,43.4,17.2
3397,1943,,6.6,40.8,30.5
3399,1943,100,6.9,-2.1,-80.5
3400,1943,,5.0,-14.2,-71.5
3401,1943,60,7.5,16.7,-101.5
3402,1943,,6.5,39.3,73.3
3403,1943,35,8.2,-30.75,-72.0
3404,1943,,5.0,36.1,4.5
3406,1943,33,8.1,7.5,128.0
3407,1943,50,7.6,-1.0,101.0
3409,1943,15,6.2,40.6,30.5
3410,1943,,5.0,30.6,104.1
3411,1943,90,8.1,-9.5,110.0
3412,1943,,7.8,19.3,-67.5
3413,1943,25,7.9,-53.0,159.0
3414,1943,10,7.4,35.3,133.9
3415,1943,50,7.5,-22.0,171.0
3416,1943,60,7.6,-30.0,-177.0
3417,1943,,7.2,21.5,93.5
3418,1943,60,7.6,-6.0,134.5
3419,1943,33,7.6,41.0,33.7
3420,1943,350,7.6,54.9,156.8
3422,1944,50,7.8,-31.5,-68.5
3423,1944,33,7.4,41.4,32.7
3424,1944,,7.2,44.0,84.0
3425,1944,220,7.5,-8.5,123.5
3426,1944,7,4.8,36.8,54.5
3427,1944,60,7.5,-2.5,152.8
3428,1944,33,6.0,38.9,29.3
3429,1944,8,5.7,36.7,22.5
3430,1944,12,5.6,44.957,-74.723
3431,1944,,7.0,39.1,75.0
3432,1944,120,7.5,-22.5,172.0
3433,1944,,6.8,39.4,26.7
3434,1944,170,7.5,-19.0,169.0
3435,1944,30,8.1,34.0,137.1
3436,1945,,7.1,34.7,137.2
3439,1945,60,6.0,37.4,35.8
3443,1945,,6.2,2.5,15.6
3444,1945,,6.3,39.5,119.0
3445,1945,15,8.0,24.5,63.0
3447,1945,60,7.8,-6.0,150.0
3449,1946,,5.6,35.75,5.0
3450,1946,60,5.6,38.2,31.8
3452,1946,15,8.6,53.492,-162.832
3453,1946,,5.9,39.3,41.2
3454,1946,,7.3,49.87,-124.92
3455,1946,60,7.9,-26.5,-70.5
3456,1946,15,7.9,19.25,-69.0
3457,1946,15,7.5,19.5,-69.5
3458,1946,60,7.5,23.9,96.2
3459,1946,60,7.8,23.9,96.2
3460,1946,60,7.7,-4.5,153.5
3461,1946,70,7.0,-14.0,-76.25
3463,1946,35,7.6,41.5,72.5
3464,1946,26,7.5,39.3,55.4
3465,1946,12,7.3,-8.5,-77.5
3466,1946,,6.8,23.1,120.3
3467,1946,20,8.1,33.0,135.6
3469,1947,,7.7,33.3,99.5
3470,1947,12,7.1,-38.85,178.87
3471,1947,,5.5,25.0,102.0
3472,1947,,6.4,35.0,-116.6
3473,1947,33,7.3,-6.5,148.5
3474,1947,12,6.9,-38.42,178.88
3475,1947,,5.5,26.7,102.9
3476,1947,9,4.1,37.5,57.8
3478,1947,60,7.9,28.5,94.0
3479,1947,,7.6,25.5,63.0
3480,1947,,5.3,37.0,8.0
3481,1947,,6.9,33.4,58.7
3482,1947,28,6.9,37.0,22.0
3483,1947,100,7.3,-10.5,-75.0
3484,1947,33,7.0,43.8,141.0
3485,1948,33,8.3,10.5,122.0
3486,1948,30,7.1,35.5,27.0
3487,1948,60,7.9,-3.0,127.5
3489,1948,15,6.5,38.532,20.425
3491,1948,60,7.1,-17.4,-71.0
3492,1948,25,7.5,54.5,-161.0
3493,1948,,6.0,37.2,121.8
3494,1948,18,7.3,29.5,100.5
3495,1948,55,6.8,-13.1,-76.2
3496,1948,,6.2,6.0,95.0
3497,1948,,6.8,26.4,99.7
3498,1948,20,7.3,36.5,136.0
3499,1948,33,6.4,38.5,20.5
3500,1948,25,7.9,-21.0,-174.0
3501,1948,18,7.3,37.95,58.32
3502,1948,,5.8,27.4,104.0
3503,1948,,6.9,22.0,-106.0
3504,1948,100,7.0,-22.5,-69.0
3507,1949,,7.3,42.0,84.0
3508,1949,230,7.5,36.0,70.5
3509,1949,,7.0,47.167,-122.617
3510,1949,70,7.3,-38.0,-73.5
3511,1949,100,6.3,27.28,56.46
3512,1949,,6.7,5.0,95.0
3513,1949,16,7.4,39.2,70.8
3514,1949,,6.7,38.58,26.23
3515,1949,10,6.7,-1.4,-78.5
3516,1949,60,6.8,-1.5,-78.2
3517,1949,70,7.5,-18.5,-174.5
3518,1949,,6.8,39.0,40.5
3519,1949,25,8.1,53.62,-133.27
3520,1949,80,6.4,17.0,121.5
3522,1949,60,7.5,-5.5,154.0
3523,1949,,5.5,30.3,102.5
3525,1949,33,7.8,-54.0,-71.0
3526,1949,33,7.8,-54.0,-71.0
3527,1949,,7.2,17.0,121.63
3529,1950,33,7.0,-53.5,-71.5
3530,1950,,7.0,21.7,100.1
3532,1950,340,7.9,46.0,144.0
3534,1950,,5.8,-37.8,177.2
3536,1950,250,7.9,-15.0,-69.5
3537,1950,,6.0,-13.5,-72.0
3538,1950,,6.5,-6.0,113.0
3540,1950,8,6.8,10.5,-68.0
3541,1950,60,6.8,-1.5,-78.2
3542,1950,33,8.6,28.5,96.5
3543,1950,,5.8,23.5,103.1
3544,1950,60,7.7,11.0,-85.0
3545,1950,60,7.6,-3.8,128.3
3546,1950,65,7.5,14.31,-91.917
3547,1950,60,8.1,-6.5,129.5
3548,1950,33,7.3,-10.0,159.5
3549,1950,,6.8,16.5,-100.4
3550,1950,60,7.8,-18.25,167.5
3551,1950,100,8.0,-23.5,-67.5
3552,1950,80,7.0,-14.25,-75.75
3553,1950,200,7.7,-19.5,-176.0
3554,1950,50,7.5,16.48,-98.22
3557,1951,,7.8,9.5,127.3
3558,1951,100,6.5,13.0,-87.8
3559,1951,250,7.9,-15.0,-69.5
3560,1951,50,6.2,16.1,-96.8
3561,1951,100,6.0,13.0,-87.5
3562,1951,100,5.5,13.0,-87.5
3564,1951,,6.7,40.8,33.4
3566,1951,60,6.9,19.7,-156.0
3567,1951,21,7.3,23.8,121.7
3568,1951,25,7.5,31.1,91.4
3569,1951,,7.5,22.9,121.5
3570,1951,25,7.9,-34.0,57.0
3571,1951,,6.3,26.7,100.0
3572,1952,,6.0,39.9,41.7
3573,1952,,7.5,-14.1,-69.9
3574,1952,45,8.1,42.15,143.85
3575,1952,,7.1,41.7,142.5
3577,1952,,7.8,9.5,127.25
3580,1952,,6.5,22.7,99.8
3581,1952,260,6.8,-18.5,169.25
3582,1952,16,7.7,35.0,-119.017
3584,1952,16,5.8,35.333,-118.917
3585,1952,,6.8,28.3,102.2
3586,1952,,5.5,39.0,112.7
3587,1952,,5.0,36.5,35.5
3588,1952,22,9.0,52.755,160.057
3589,1952,,5.8,22.9,99.7
3592,1953,,5.7,18.4,-73.4
3593,1953,,6.4,35.4,55.1
3594,1953,,5.5,-12.0,-77.5
3595,1953,,5.8,50.0,156.5
3596,1953,,7.5,40.0,27.5
3597,1953,35,7.4,-4.449,152.868
3599,1953,,5.0,24.2,103.2
3600,1953,60,7.6,-36.5,-72.5
3601,1953,33,7.2,19.8,-70.7
3603,1953,223,7.5,-19.0,169.0
3604,1953,33,6.8,38.1,20.6
3605,1953,,7.2,38.3,20.8
3606,1953,,6.5,35.0,32.5
3607,1953,33,6.4,-18.3,178.2
3608,1953,35,7.5,-13.189,166.516
3609,1953,60,7.4,34.0,141.7
3610,1953,128,7.4,-22.1,-68.7
3611,1953,30,7.4,-3.4,-80.6
3612,1954,100,6.2,17.3,-92.6
3613,1954,,7.3,39.0,101.3
3614,1954,4,5.4,-34.9,138.7
3615,1954,180,7.4,24.5,95.3
3616,1954,640,7.0,37.0,-3.5
3617,1954,,7.0,39.8,22.1
3618,1954,,7.5,29.5,-29.5
3619,1954,,7.0,39.3,22.2
3621,1954,,5.3,31.6,116.6
3622,1954,,6.8,13.0,123.9
3623,1954,,6.8,39.4,-118.5
3624,1954,,7.0,38.8,104.2
3625,1954,,5.0,27.5,52.0
3626,1954,,6.8,39.6,-118.5
3627,1954,,6.7,36.283,1.467
3628,1954,,6.7,36.0,1.5
3630,1954,,6.0,36.0,1.5
3631,1954,,5.0,29.4,104.8
3632,1954,,6.8,-8.0,119.0
3633,1954,30,6.5,38.9,142.2
3634,1954,,7.0,39.3,-118.2
3638,1955,60,7.8,-28.0,-175.5
3639,1955,96,7.6,8.1,123.2
3640,1955,,6.2,13.0,-87.0
3642,1955,,7.5,30.0,101.8
3643,1955,,7.0,39.9,74.6
3644,1955,33,6.2,39.4,23.1
3645,1955,30,7.1,-30.0,-72.0
3646,1955,,6.0,39.5,23.0
3647,1955,,6.5,44.2,83.6
3648,1955,,7.3,6.5,94.0
3649,1955,,6.0,26.5,101.1
3650,1955,,6.8,37.5,27.0
3651,1955,,6.0,0.2,-78.4
3652,1955,,5.8,10.0,-84.5
3653,1955,33,6.5,-6.9,155.7
3654,1955,,6.3,32.2,29.6
3655,1955,10,6.8,26.6,101.8
3656,1955,,5.8,29.9,101.4
3658,1955,33,7.3,-5.0,152.5
3659,1956,,6.5,17.0,-99.5
3660,1956,,7.1,-19.0,-70.0
3661,1956,,7.7,-20.0,-175.0
3662,1956,,5.8,47.5,19.3
3663,1956,,7.3,-0.5,-80.5
3664,1956,,7.3,12.2,-86.7
3665,1956,7,4.5,45.5,14.3
3666,1956,,5.8,40.0,30.5
3667,1956,,5.3,-38.9,175.7
3669,1956,,5.8,35.5,35.5
3671,1956,430,7.5,-15.0,-179.0
3672,1956,60,7.6,35.1,67.5
3673,1956,20,7.8,36.9,26.0
3674,1956,,6.8,36.8,25.2
3675,1956,39,7.0,22.2,95.7
3676,1956,190,7.5,-5.5,130.0
3677,1956,,6.1,23.0,70.0
3678,1956,50,6.5,33.8,138.8
3679,1956,,5.0,37.8,114.0
3680,1956,110,7.6,46.0,150.5
3681,1956,,6.8,27.2,54.4
3682,1956,,5.7,39.5,23.0
3684,1956,,5.0,40.5,115.5
3685,1957,,5.6,36.2,8.9
3686,1957,69,7.2,23.9,121.6
3687,1957,,7.0,39.4,22.8
3688,1957,33,8.6,51.292,-175.629
3689,1957,,7.5,55.0,-165.2
3690,1957,60,7.5,-15.5,-173.0
3691,1957,600,7.5,-4.6,107.1
3693,1957,,6.9,36.0,28.5
3694,1957,18,7.1,36.4,28.7
3695,1957,,7.1,40.7,30.9
3696,1957,,5.0,38.0,112.5
3697,1957,33,7.3,-1.5,137.0
3698,1957,15,7.6,56.2,116.4
3699,1957,14,6.6,36.1,52.7
3700,1957,25,7.9,16.5,-99.1
3701,1957,33,7.0,-23.5,-71.5
3703,1957,60,7.6,5.5,127.5
3705,1957,549,7.5,-20.4,-178.5
3706,1957,,6.0,-2.0,116.0
3707,1957,170,7.8,-21.0,-66.0
3709,1957,33,8.1,45.5,99.5
3710,1957,,7.1,34.3,47.8
3711,1957,120,7.8,-12.3,166.7
3712,1958,60,7.3,-16.5,-72.0
3714,1958,60,7.6,1.5,-79.5
3716,1958,,6.2,31.5,104.0
3717,1958,70,7.5,25.0,125.0
3718,1958,200,6.7,-4.5,104.0
3720,1958,35,7.8,58.37,-136.665
3721,1958,620,7.5,-13.5,-69.0
3722,1958,20,6.7,34.4,47.9
3724,1958,,6.8,-33.785,-70.112
3727,1958,,5.8,22.5,109.5
3728,1958,100,6.7,-9.5,112.5
3729,1958,,6.1,-50.0,-115.0
3730,1958,40,8.3,44.53,148.54
3736,1959,19,7.4,-4.0,-81.5
3737,1959,,5.5,44.0,6.8
3738,1959,40,5.0,44.3,149.0
3741,1959,,6.3,37.0,28.7
3742,1959,150,7.5,24.78,122.7
3743,1959,60,8.2,52.5,159.5
3744,1959,100,6.8,17.0,-96.3
3745,1959,112,7.5,-20.369,-68.0
3746,1959,15,7.0,53.9,160.5
3747,1959,,5.0,31.8,115.3
3748,1959,,5.4,35.6,110.9
3749,1959,60,7.0,22.18,121.13
3750,1959,,7.3,-7.5,156.0
3751,1959,5,7.7,44.712,-111.215
3752,1959,,6.9,18.3,-94.4
3753,1959,11,6.1,40.9,19.8
3754,1959,60,7.7,-28.5,-177.0
3755,1959,,6.2,39.1,41.6
3757,1959,70,7.2,45.89,151.11
3758,1959,,5.5,36.4,2.6
3759,1959,,6.4,38.75,75.317
3761,1960,160,7.8,-15.75,-72.75
3762,1960,150,7.0,-15.0,-75.0
3763,1960,,5.3,33.8,104.5
3764,1960,33,5.6,36.0,4.1
3765,1960,33,5.9,30.45,-9.62
3766,1960,20,7.5,39.8,143.4
3767,1960,20,6.7,39.4,143.7
3768,1960,,5.8,44.7,127.0
3769,1960,,6.0,28.0,54.5
3771,1960,35,8.2,-37.872,-73.243
3772,1960,33,9.5,-38.143,-73.407
3773,1960,,6.5,40.0,20.0
3774,1960,33,6.6,-9.4,152.3
3775,1960,50,6.7,40.3,142.5
3778,1960,28,6.6,-3.6,29.0
3780,1960,55,7.4,-38.5,-75.1
3781,1960,,6.8,32.7,103.7
3782,1960,93,6.7,-6.8,-80.7
3783,1961,59,6.6,50.016,156.099
3787,1961,141,7.6,24.9,93.34
3789,1961,74,7.3,31.6,131.8
3790,1961,40,7.5,-28.3,-175.7
3791,1961,,4.9,30.5,110.0
3792,1961,74,6.5,-8.2,122.0
3795,1961,,6.8,39.8,77.7
3796,1961,,6.5,36.7,28.5
3797,1961,33,6.5,10.4,39.9
3798,1961,37,6.6,27.9,54.6
3799,1961,33,5.8,24.97,98.63
3800,1961,120,6.5,8.9,-73.4
3802,1961,25,6.0,27.73,99.75
3804,1961,35,7.3,-18.421,168.411
3805,1961,25,6.4,-9.849,160.614
3807,1961,154,6.7,46.338,149.548
3808,1961,,7.3,36.0,136.7
3809,1961,629,7.5,-10.5,-70.7
3810,1961,131,7.5,-59.5,-27.3
3811,1961,,7.7,-58.0,-27.0
3812,1961,105,7.7,-56.26,-27.283
3813,1961,,5.7,34.33,104.78
3815,1961,15,6.5,-36.7,-73.0
3817,1961,176,6.9,4.6,-75.6
3818,1962,33,5.9,43.3,17.1
3819,1962,33,6.1,43.3,17.1
3820,1962,45,7.3,-37.8,-72.5
3821,1962,,5.3,36.0,9.0
3822,1962,35,6.8,8.008,-82.757
3823,1962,33,6.0,40.9,19.5
3824,1962,25,6.1,23.72,114.67
3826,1962,25,7.2,38.073,142.741
3827,1962,39,6.3,-10.0,-79.0
3828,1962,,5.5,23.6,106.1
3830,1962,,5.3,45.0,5.6
3831,1962,104,6.8,38.8,140.9
3832,1962,40,7.0,17.2,-99.6
3833,1962,33,7.2,17.2,-99.5
3834,1962,,6.8,37.1,96.0
3835,1962,60,5.7,41.8,142.4
3836,1962,,4.5,39.8,25.0
3837,1962,,6.3,43.6,18.3
3838,1962,18,6.2,25.2,101.2
3839,1962,21,7.4,7.5,-82.0
3840,1962,69,6.8,5.2,-76.4
3841,1962,,6.4,44.68,81.58
3842,1962,34,6.1,41.4,15.5
3843,1962,100,6.8,37.8,22.9
3844,1962,37,5.8,41.8,-111.8
3845,1962,27,7.2,35.63,49.87
3846,1962,,5.5,39.9,43.9
3847,1962,,5.5,39.6,23.3
3848,1962,8,5.0,35.1,58.7
3849,1962,40,5.5,28.1,55.6
3850,1962,,5.5,38.12,106.27
3851,1962,33,6.5,52.47,-168.54
3852,1963,3,4.5,36.9,57.8
3853,1963,47,7.3,24.5,122.1
3854,1963,5,5.4,32.6,21.0
3855,1963,40,7.2,34.4,47.9
3857,1963,33,7.0,37.0,57.9
3858,1963,,7.0,35.7,97.0
3859,1963,,6.0,25.8,99.5
3860,1963,50,5.5,12.2,-86.9
3861,1963,65,6.0,-8.2,115.6
3862,1963,13,4.9,46.1,14.8
3863,1963,,5.8,47.9,130.6
3864,1963,38,5.1,33.2,49.2
3865,1963,5,6.0,42.1,21.3
3866,1963,46,5.2,28.2,55.7
3867,1963,543,7.7,-13.8,-69.3
3868,1963,,6.5,39.8,74.2
3869,1963,25,5.3,33.9,74.8
3870,1963,35,7.5,-10.472,165.77
3871,1963,28,7.5,-10.286,165.413
3872,1963,19,6.1,40.75,29.0
3873,1963,75,7.0,-10.385,-78.022
3874,1963,48,7.1,44.426,149.272
3875,1963,13,8.5,44.77,149.798
3876,1963,28,7.9,44.772,150.563
3877,1963,100,8.3,-6.86,129.58
3878,1963,64,6.6,-6.4,105.4
3879,1963,45,7.5,-24.8,-176.6
3880,1964,90,5.2,-3.7,119.4
3881,1964,33,7.0,23.2,120.6
3882,1964,15,5.4,26.1,101.0
3883,1964,33,4.6,38.8,-28.4
3884,1964,33,9.2,61.017,-147.648
3885,1964,130,7.0,5.9,95.7
3886,1964,32,6.0,45.3,18.1
3887,1964,33,6.0,-4.0,34.9
3888,1964,30,6.9,40.3,139.0
3889,1964,,6.6,40.4,139.0
3890,1964,,6.1,38.1,38.3
3891,1964,40,7.5,38.65,139.2
3892,1964,,7.5,-15.5,166.5
3893,1964,100,7.4,18.3,-100.4
3894,1964,15,6.8,47.159,153.876
3895,1964,,4.7,35.1,111.6
3896,1964,15,7.0,40.3,28.2
3897,1964,45,7.6,-5.7,150.7
3900,1965,10,5.5,35.7,4.4
3901,1965,10,5.5,35.0,111.63
3902,1965,6,7.6,-2.4,126.1
3903,1965,36,8.7,51.29,178.55
3904,1965,52,5.1,37.6,47.1
3905,1965,36,7.0,-25.67,-70.63
3906,1965,18,6.3,39.4,24.0
3907,1965,219,7.3,36.3,70.7
3908,1965,58,6.0,-31.81,-71.26
3909,1965,61,7.3,-32.4,-71.2
