,YEAR,FOCAL_DEPTH,EQ_PRIMARY,LATITUDE,LONGITUDE
1,-2150,,7.3,31.1,35.5
2,-2000,18,7.1,38.0,58.2
8,-1250,,6.5,32.0,35.5
9,-1050,,6.2,29.6,35.0
15,-479,,7.0,39.7,23.3
17,-426,,7.1,38.9,22.7
18,-400,,7.6,35.5,51.8
19,-373,,7.3,38.25,22.25
21,-330,,7.0,40.0,25.0
25,-250,20,6.7,42.7,77.5
26,-227,100,7.2,36.3,28.3
33,-193,,6.5,35.4,103.9
34,-186,,7.0,33.8,105.6
36,-70,,7.0,36.3,119.0
37,-63,20,6.4,45.2,36.6
38,-60,,6.7,36.0,-10.0
39,-58,,6.6,41.3,19.5
40,-50,,5.5,43.0,41.0
44,-31,,7.0,32.0,35.5
47,-26,,5.5,28.8,104.6
49,10,18,7.1,38.0,58.3
54,27,,6.3,35.9,126.5
58,46,,6.5,33.0,112.5
65,62,,6.9,35.2,25.1
69,89,,6.3,35.9,126.5
71,100,,6.3,35.8,129.2
74,115,,7.5,36.1,36.1
75,120,,7.2,40.77,29.92
76,123,,6.3,35.8,129.2
77,128,,6.5,34.7,105.4
78,138,,6.8,35.8,103.5
79,142,,7.0,36.7,28.0
80,143,,7.0,34.7,105.3
86,180,,7.5,39.4,99.5
87,243,,5.3,45.3,11.0
92,294,,5.5,32.6,116.8
93,294,,5.5,40.3,116.0
94,304,,6.3,35.5,129.1
97,319,,4.5,34.1,105.3
107,346,,6.8,41.4,19.4
113,362,,6.4,31.3,35.6
115,365,,8.0,35.0,23.0
118,368,,6.4,40.5,29.6
123,407,,6.6,41.0,29.0
127,427,12,6.7,40.5,46.5
130,447,,7.3,40.9,28.5
138,478,,7.2,40.8,29.2
141,500,20,6.7,42.7,76.5
142,501,,6.3,39.0,125.3
143,510,,6.3,35.5,129.1
144,512,,7.5,39.4,113.3
149,525,,7.0,36.25,36.1
151,528,,7.1,36.25,36.1
153,543,,6.8,40.3,27.8
155,551,,7.1,38.4,22.3
163,557,,7.0,40.9,27.6
164,558,,7.0,40.9,28.8
174,649,,5.5,36.1,111.5
176,664,,6.3,35.5,129.1
178,684,,8.4,32.5,134.0
180,701,,7.0,35.7,135.4
181,704,,7.0,33.8,136.7
185,734,,7.0,34.6,105.6
186,735,16,5.8,39.7,45.5
187,740,,7.3,40.7,29.3
189,743,,7.2,35.3,52.2
190,743,20,5.5,42.1,48.2
191,744,,6.4,32.4,130.5
192,745,,7.9,35.5,136.9
193,745,,6.5,34.6,135.3
194,746,,7.0,32.0,35.5
198,763,,7.6,33.3,59.3
199,766,,6.5,31.6,130.7
201,778,,5.6,45.4,12.2
203,780,,6.3,35.5,129.1
204,788,,6.5,32.5,109.4
211,814,,7.0,27.9,102.2
212,818,50,7.5,36.8,66.2
213,818,,7.9,35.2,139.3
225,850,,7.0,39.0,139.9
226,851,10,5.2,40.0,44.6
232,856,10,4.5,40.0,44.6
234,856,,7.9,36.2,54.3
237,858,10,5.2,40.0,44.6
242,863,10,4.9,40.0,44.6
243,863,,7.0,37.1,138.0
247,869,,8.6,38.5,143.8
248,871,,6.8,33.2,47.2
249,876,,6.5,37.8,105.9
252,887,,6.5,37.5,138.1
253,887,,8.6,33.0,135.3
254,891,20,6.3,38.3,48.3
256,894,,5.3,45.3,11.0
262,922,,7.0,33.8,136.7
263,942,20,6.7,39.7,64.5
267,953,18,7.1,38.0,58.3
276,978,,5.3,27.7,52.3
282,999,,5.5,31.8,119.9
286,1001,,6.0,45.3,11.0
288,1003,20,4.2,40.5,43.3
290,1008,,6.5,27.665,52.348
294,1022,,6.5,39.8,113.1
295,1026,,7.5,34.8,131.8
297,1036,,5.7,37.6,126.3
299,1038,,7.3,38.4,112.9
300,1039,,6.8,38.4,27.3
303,1042,15,7.6,38.1,46.3
305,1046,15,5.5,40.5,43.5
309,1057,,6.8,39.7,116.3
317,1067,,6.8,23.6,116.5
319,1068,,6.0,38.5,116.1
328,1088,10,5.3,41.4,43.2
329,1088,,7.0,40.5,143.0
332,1096,,8.4,34.0,137.5
333,1099,,8.4,33.0,135.5
334,1101,10,6.5,36.0,59.0
336,1102,15,6.1,35.0,62.1
349,1119,,6.5,36.2,50.0
350,1125,,7.0,36.1,103.7
357,1143,,6.0,38.5,106.3
359,1151,,6.2,32.6,36.7
367,1160,,6.1,32.0,35.5
374,1175,15,7.1,37.5,65.5
379,1182,,6.7,32.6,36.7
383,1202,,7.6,33.5,36.0
385,1208,,6.5,36.3,57.6
386,1208,10,6.1,42.0,60.0
387,1209,,6.3,36.0,111.8
388,1209,10,7.6,36.0,58.8
390,1219,,6.5,36.0,106.2
394,1227,,5.5,38.5,106.3
396,1231,,6.9,41.0,28.6
398,1233,,5.6,45.3,12.2
402,1241,,7.0,35.2,139.4
405,1257,,7.5,39.0,144.0
406,1257,,7.0,35.2,139.5
408,1267,10,5.8,36.0,58.8
412,1273,,6.5,41.3,19.7
414,1275,28,6.7,42.1,44.2
416,1277,,5.1,45.3,11.0
421,1281,10,5.8,36.1,58.8
422,1283,14,6.3,41.7,43.2
427,1290,,6.8,41.5,119.3
429,1291,,6.5,36.1,111.5
431,1293,,7.1,35.2,139.4
437,1300,,6.5,36.8,56.0
440,1303,,8.0,36.3,111.7
441,1304,,6.7,38.5,45.5
442,1305,,6.5,39.8,113.1
443,1306,,6.5,35.9,106.1
447,1310,,5.5,35.6,46.0
448,1314,,6.0,36.5,113.8
453,1327,,4.8,30.1,102.7
456,1331,,7.0,33.7,135.2
459,1336,,7.6,34.7,59.7
460,1337,,6.5,40.4,115.7
463,1341,,6.0,44.3,34.3
464,1341,,7.0,41.0,139.5
467,1343,,7.5,40.8,28.3
476,1350,20,6.5,43.0,43.0
477,1351,,5.5,37.3,113.0
478,1352,,7.0,35.6,105.3
486,1360,,7.0,33.4,136.2
489,1361,,8.4,33.0,135.0
490,1361,,5.0,28.8,115.3
493,1368,,6.0,37.6,112.5
494,1372,,4.8,32.0,118.8
502,1385,,6.3,37.6,126.3
506,1389,10,5.8,36.2,58.5
508,1389,,7.6,36.2,58.8
510,1390,20,6.1,39.8,64.4
518,1403,,7.0,33.7,136.5
520,1405,15,6.7,36.0,58.8
521,1406,,6.2,34.4,138.4
523,1408,,7.0,33.8,136.9
533,1433,,7.1,34.9,139.5
534,1440,,6.3,36.2,103.3
535,1440,,6.5,28.3,53.1
541,1445,,6.3,24.5,117.6
543,1448,,7.0,37.5,138.2
547,1455,,6.3,35.9,126.5
561,1471,25,8.0,-16.3,-71.0
562,1475,5,6.4,42.6,75.2
563,1478,,5.5,27.5,101.6
565,1481,,7.1,36.0,28.0
566,1481,,6.0,26.5,99.9
571,1482,,6.5,26.1,56.9
572,1482,,7.5,39.9,40.4
573,1483,,7.7,24.9,57.9
575,1484,,6.8,40.5,116.5
577,1485,,6.5,36.9,49.9
578,1487,,6.3,34.4,108.9
579,1488,,5.5,31.7,103.9
581,1490,15,5.8,39.4,67.1
585,1493,,6.5,33.0,59.8
587,1494,,5.5,25.5,103.8
590,1494,,7.2,35.5,25.5
591,1495,,6.3,37.6,105.6
592,1495,,7.1,35.1,139.5
594,1498,,6.4,34.4,137.7
596,1498,,7.5,33.5,135.2
597,1498,,8.3,34.0,138.1
601,1501,,7.0,34.8,110.1
604,1502,,6.5,35.7,115.3
610,1505,,5.0,35.2,110.9
612,1507,,5.3,24.6,102.5
616,1509,,7.7,40.8,28.1
620,1510,,6.7,34.6,135.4
621,1510,,7.0,34.5,137.6
623,1511,7,6.5,46.2,13.433
625,1511,,5.8,26.6,100.0
626,1512,,6.5,25.0,98.5
628,1513,30,8.7,-17.2,-72.3
630,1514,,5.5,25.1,99.1
631,1515,,7.0,26.6,100.2
636,1517,,5.5,24.1,102.6
637,1518,,6.7,38.0,125.0
639,1520,,5.5,25.3,100.3
640,1520,,7.0,33.6,136.3
647,1530,10,8.0,10.5,-64.2
648,1531,,7.7,38.7,-9.1
649,1531,,4.8,30.7,117.5
650,1535,,5.0,25.8,116.4
651,1536,,7.3,28.1,102.1
655,1539,,5.5,23.6,102.8
660,1542,,6.6,37.07,15.3
665,1546,,7.0,32.0,35.5
671,1551,,5.0,25.8,105.2
672,1552,30,7.6,-16.6,-71.3
673,1553,,6.3,35.8,128.8
674,1555,30,8.4,-11.9,-77.6
676,1556,,8.0,34.5,109.7
680,1556,,7.6,-0.2,-78.6
681,1560,,5.5,24.9,103.2
682,1560,,5.5,24.2,102.7
683,1561,,7.3,37.5,106.2
687,1562,,8.0,-38.7,-73.5
690,1564,,5.8,44.017,7.283
694,1566,,7.8,3.0,-77.3
695,1568,,6.0,39.0,119.0
696,1568,,6.8,34.4,109.0
698,1570,,8.3,-36.75,-73.0
700,1571,,6.0,24.1,102.7
701,1573,,6.8,34.4,104.0
706,1575,,7.8,-0.2,-78.6
707,1575,,8.5,-39.8,-73.2
709,1577,,6.5,25.0,98.6
712,1579,,5.0,25.1,99.9
714,1580,33,6.2,51.019,1.309
715,1581,15,6.4,-14.1,-71.5
716,1582,30,8.2,-16.6,-71.6
717,1582,30,7.8,-12.2,-77.6
719,1584,,5.9,46.33,6.97
721,1584,,5.4,46.3,7.0
722,1584,30,8.4,-11.8,-77.8
723,1586,,8.2,35.0,136.8
724,1586,,5.5,25.3,100.3
725,1586,60,8.5,-12.3,-77.7
727,1587,,6.2,-5.3,-80.5
730,1588,,6.0,24.0,102.8
732,1589,,6.7,34.8,138.2
734,1590,,5.5,35.4,103.9
738,1590,,6.6,48.3,15.5
739,1590,40,7.7,-17.2,-72.9
743,1596,,6.9,33.3,131.7
745,1597,,6.4,33.3,131.6
748,1600,20,7.9,-16.8,-70.9
749,1600,20,8.1,-16.6,-70.8
750,1600,,7.0,23.5,117.2
753,1601,,6.2,46.8,8.5
754,1602,,7.2,35.1,140.5
757,1604,30,8.5,-17.88,-70.94
758,1604,,8.0,25.0,119.5
761,1605,,7.9,33.0,134.9
762,1605,,7.9,33.5,138.5
763,1605,,7.5,19.9,110.5
764,1606,,6.5,23.6,102.8
766,1608,,7.6,36.4,50.5
770,1609,,7.3,39.2,99.0
771,1609,40,8.6,-11.9,-77.4
773,1610,,7.9,8.3,-71.8
777,1611,,5.5,21.5,111.3
780,1611,,8.1,39.0,144.5
784,1613,,6.3,37.2,127.0
785,1613,,5.6,38.117,14.783
789,1614,,6.5,37.2,112.5
790,1614,,7.7,37.5,138.0
791,1615,,5.7,44.9,35.5
792,1615,,6.4,35.7,139.7
794,1615,,7.5,-18.5,-70.35
796,1616,,7.0,38.1,142.0
797,1616,,7.5,39.0,144.5
799,1618,,6.5,37.0,111.9
805,1619,40,8.6,-7.941,-79.038
806,1619,,6.4,32.5,130.6
809,1620,6,5.8,40.9,71.4
811,1621,,5.5,39.5,116.7
817,1622,,7.0,36.5,106.3
822,1626,,7.0,39.4,114.2
824,1627,,6.0,37.5,105.5
826,1627,,6.7,41.733,15.35
827,1627,,8.0,18.4,121.6
828,1628,6,5.0,46.0,15.5
829,1628,,6.3,40.6,114.2
831,1629,70,7.0,36.0,25.0
834,1630,,6.3,32.6,104.1
836,1630,30,8.1,-12.2,-77.5
838,1631,,5.7,11.2,41.7
839,1631,,6.0,35.3,104.3
840,1631,,5.0,35.5,107.8
841,1631,,6.5,29.3,111.7
844,1633,,7.1,35.2,139.2
846,1633,,6.9,37.5,21.0
848,1634,,6.0,34.1,105.3
849,1634,,5.5,30.7,115.1
850,1634,,5.5,35.1,107.6
851,1636,,7.2,38.1,20.3
853,1636,,5.7,5.1,-2.2
855,1638,,7.0,39.033,16.283
861,1640,15,5.1,38.2,46.3
865,1640,,6.5,42.07,140.68
869,1641,,7.6,-1.5,-78.5
872,1641,,5.8,23.5,116.5
874,1642,,6.0,35.1,111.1
875,1642,,6.7,35.2,140.6
876,1643,,6.5,35.5,129.5
877,1644,,7.0,7.5,-72.5
880,1644,,6.9,39.4,140.1
881,1645,,7.5,-1.7,-78.6
882,1645,,8.0,14.4,121.0
885,1646,,5.2,43.55,10.317
888,1646,,7.6,37.7,141.7
890,1647,,8.5,-33.4,-70.6
891,1647,,6.4,36.0,140.0
896,1649,,5.0,38.183,15.55
898,1649,,6.5,35.5,126.0
900,1650,,8.1,-13.5,-72.0
903,1652,10,5.8,42.1,47.7
904,1652,,6.8,25.4,100.5
905,1653,,7.5,38.2,28.2
907,1654,,8.0,34.3,105.5
912,1655,30,7.7,-12.3,-77.6
916,1657,,8.0,-36.83,-73.03
917,1657,,6.0,31.5,103.6
921,1658,,6.0,39.4,115.7
931,1660,,7.7,-0.2,-78.5
934,1661,,6.0,23.0,120.2
939,1662,,7.6,31.7,132.0
943,1664,15,7.3,-14.1,-75.8
944,1664,,6.3,35.5,127.1
945,1664,,5.5,38.7,112.7
951,1666,,6.4,35.0,136.8
954,1667,,7.2,42.6,18.1
957,1667,,6.6,38.4,27.1
958,1667,12,6.9,40.6,48.6
960,1667,,6.7,25.0,125.5
964,1668,,6.6,38.4,27.1
965,1668,,8.5,35.3,118.6
966,1668,,6.4,38.0,126.0
967,1669,5,5.7,40.6,48.6
971,1670,,6.8,33.0,122.5
972,1670,,6.3,35.9,126.5
973,1670,,6.4,35.5,141.0
976,1671,,6.9,33.4,134.7
977,1672,,5.6,43.933,12.583
983,1673,,6.6,36.3,59.3
986,1674,40,6.8,-3.75,127.75
988,1674,,7.7,-1.7,-79.0
991,1677,,8.1,40.0,144.0
992,1677,,5.5,33.4,104.8
993,1677,,7.4,35.0,141.5
999,1678,40,8.4,-9.0,-79.0
1000,1678,,7.4,38.6,142.0
1001,1679,15,5.9,40.1,44.7
1002,1679,,8.0,40.0,117.0
1004,1679,,5.0,31.4,119.5
1005,1680,,6.8,25.0,101.5
1008,1681,,7.5,-18.5,-70.35
1014,1683,,7.0,38.7,112.7
1020,1687,,7.5,-32.8,-70.7
1021,1687,30,8.5,-13.5,-76.5
1022,1687,,7.3,-1.3,-78.6
1029,1688,,6.3,26.5,99.9
1030,1688,,7.0,38.4,26.9
1031,1688,,7.5,38.4,26.9
1032,1688,15,5.3,43.7,44.7
1033,1689,5,6.8,-2.2,-78.9
1035,1690,,8.0,17.5,-61.5
1039,1692,,7.0,-25.4,-64.8
1041,1693,,6.0,37.333,15.167
1043,1694,,5.5,25.0,121.5
1046,1695,,6.2,45.4,12.2
1047,1695,,8.0,36.0,111.5
1052,1698,,7.7,-1.2,-78.7
1054,1698,,6.4,33.3,131.7
1055,1699,6,5.0,45.6,15.3
1056,1699,40,7.8,-12.1,-76.6
1058,1700,,9.0,45.0,-125.0
1059,1700,,7.0,34.2,129.3
1060,1700,,6.5,36.5,126.5
1066,1703,,6.7,42.467,13.2
1068,1703,,3.2,44.4,8.917
1069,1703,,8.2,35.0,140.0
1072,1704,,5.5,38.0,116.5
1073,1704,,6.0,34.9,106.8
1078,1707,10,5.8,-13.0,-72.0
1079,1707,,8.4,34.1,137.8
1080,1707,,8.4,33.2,134.8
1083,1708,,7.0,34.0,137.0
1086,1709,,7.5,37.4,105.3
1088,1710,,5.5,27.8,111.3
1091,1711,,7.0,-4.0,129.0
1093,1711,,6.7,34.3,134.0
1094,1713,,6.8,25.4,103.2
1095,1713,,6.5,32.0,103.7
1098,1714,,6.3,38.2,21.7
1101,1715,,6.6,38.7,43.9
1102,1715,80,7.5,-17.3,-70.8
1103,1715,,6.6,33.3,131.7
1106,1716,40,8.8,-17.2,-71.2
1107,1716,50,8.6,-13.7,-76.0
1111,1716,30,7.5,41.2,80.3
1112,1717,,7.6,39.0,142.7
1115,1718,,7.5,35.0,105.2
1119,1720,,6.8,40.4,115.5
1122,1720,,5.5,20.3,120.3
1125,1721,,6.0,23.0,120.3
1128,1721,,7.7,37.9,46.7
1133,1723,,7.0,38.5,20.5
1134,1725,60,7.7,-9.0,-79.0
1135,1725,3,7.6,-16.4,-70.8
1136,1725,,6.0,25.1,103.1
1137,1725,50,8.2,56.5,118.5
1139,1725,,5.5,30.1,101.9
1140,1726,,6.6,36.3,136.0
1143,1727,,5.7,39.5,127.3
1144,1727,,5.2,37.5,13.0
1152,1730,,8.7,-32.5,-71.5
1153,1730,,6.5,40.0,116.2
1154,1730,,7.6,36.2,142.2
1157,1731,,6.6,37.9,140.6
1162,1732,,6.5,35.2,140.8
1164,1733,,7.5,26.2,103.1
1168,1735,20,4.5,2.6,-76.5
1170,1736,,6.0,23.1,120.3
1174,1737,20,7.8,55.5,163.0
1175,1737,50,7.5,50.0,157.0
1176,1737,,8.0,-43.0,-74.0
1177,1738,,5.5,33.2,104.2
1178,1738,,6.5,36.8,24.4
1179,1738,,6.5,33.3,96.6
1180,1739,,8.0,38.9,106.5
1185,1739,,7.1,40.7,142.3
1192,1742,40,7.7,53.3,104.0
1194,1742,40,7.5,50.5,157.0
1196,1743,,6.9,39.0,20.3
1200,1746,30,8.0,-11.996,-77.198
1203,1748,,5.5,30.1,101.9
1205,1748,,5.5,32.9,103.6
1206,1748,,6.8,38.3,22.1
1207,1748,,6.0,30.4,101.6
1208,1748,,5.5,36.4,106.1
1213,1750,,6.0,24.7,102.9
1220,1751,,6.6,37.2,138.1
1221,1751,,8.5,-36.83,-71.63
1222,1751,,6.8,26.5,99.9
1235,1754,,6.5,-3.5,128.5
1239,1755,,6.5,24.7,102.2
1240,1755,,6.0,23.8,102.7
1242,1755,,7.0,-0.2,-78.5
1244,1755,,8.5,37.0,-10.0
1245,1755,,7.0,42.7,-70.3
1249,1757,,7.0,-0.9,-78.6
1256,1757,,7.5,-6.0,107.0
1263,1759,,6.4,33.0,35.5
1266,1761,,8.5,34.5,-13.0
1267,1761,,6.0,24.4,102.5
1268,1761,,6.0,24.4,102.5
1269,1761,30,7.7,50.0,90.0
1271,1762,,6.6,38.1,138.7
1272,1763,,7.4,40.5,143.5
1273,1763,,7.8,41.0,142.5
1274,1763,,7.1,40.7,142.0
1275,1763,,6.2,47.7,18.2
1277,1763,,6.5,24.3,102.8
1278,1764,,6.5,15.91,-85.96
1281,1765,,6.5,34.8,105.0
1283,1766,,6.9,40.9,140.7
1286,1766,25,6.8,19.9,-76.1
1290,1766,,7.5,10.47,-64.17
1297,1768,,7.5,-4.85,152.8
1298,1768,,6.5,26.2,127.5
1303,1769,,7.4,32.3,132.0
1305,1769,40,7.3,51.8,105.5
1308,1770,,7.4,38.6,142.0
1310,1770,,5.5,24.6,99.9
1312,1770,,7.0,-5.0,102.0
1314,1771,,7.4,24.0,124.3
1317,1772,,7.4,39.3,142.7
1333,1776,,5.5,23.5,120.6
1339,1779,,6.5,38.0,46.7
1340,1780,20,7.7,38.0,46.2
1341,1780,40,7.5,45.3,151.2
1349,1782,,7.3,35.1,139.7
1351,1783,13,6.9,38.3,15.967
1352,1783,6,5.9,38.217,15.633
1353,1783,,6.6,38.583,16.2
1355,1783,,5.9,38.767,16.3
1357,1783,,6.9,38.783,16.467
1360,1784,,4.1,38.317,16.4
1361,1784,,4.1,38.167,15.633
1364,1784,,8.0,-16.5,-72.0
1370,1785,,6.0,39.9,98.0
1374,1786,,7.5,29.8,102.1
1375,1786,,6.0,44.0,80.8
1377,1787,,8.3,16.5,-98.5
1378,1787,,7.3,15.5,-97.0
1384,1788,,8.0,57.0,-153.0
1385,1788,,8.0,55.0,-161.0
1387,1788,,5.6,7.6,1.7
1388,1789,,6.5,24.2,102.8
1390,1789,,5.0,34.6,110.3
1392,1790,20,7.5,54.0,162.0
1393,1791,,5.5,24.5,117.7
1394,1791,20,6.8,56.0,163.0
1395,1791,,6.5,34.5,135.4
1398,1791,,7.0,35.8,21.0
1402,1792,,6.4,32.8,130.3
1403,1792,,6.9,43.5,140.6
1404,1792,,6.8,23.6,120.5
1405,1792,40,8.4,54.0,162.0
1406,1792,,6.0,31.0,101.5
1408,1793,,6.9,40.85,139.95
1409,1793,,8.3,38.5,144.0
1411,1793,,6.0,30.6,101.5
1415,1795,,5.2,9.3,-13.4
1421,1796,,7.7,-27.35,-70.35
1423,1797,,8.3,-1.64,-78.67
1424,1797,,8.0,0.001,99.0
1432,1799,,6.4,36.6,136.6
1435,1799,,6.5,23.8,102.4
1436,1799,,5.0,7.5,-73.5
1437,1799,10,6.0,39.4,67.2
1440,1800,,6.5,36.2,53.3
1448,1802,150,7.4,45.7,26.6
1450,1802,,6.6,37.7,138.3
1451,1803,,6.0,25.6,100.6
1456,1804,,7.3,39.05,139.95
1463,1806,,7.5,18.9,-103.8
1465,1806,30,7.5,-12.1,-77.1
1466,1808,,5.7,44.833,7.25
1468,1808,,6.5,33.9,134.8
1477,1810,,6.6,39.9,139.9
1479,1811,7,4.2,41.8,45.2
1480,1811,,7.0,25.2,121.3
1481,1811,,6.5,31.7,100.3
1484,1811,,8.5,35.6,-90.4
1485,1811,,8.0,35.6,-90.4
1486,1812,,8.4,36.3,-89.6
1487,1812,,8.8,36.5,-89.6
1488,1812,,8.0,43.7,83.0
1491,1812,33,7.7,10.6,-66.9
1494,1812,,6.6,35.4,139.6
1495,1812,,6.9,34.37,-117.65
1496,1812,,7.5,34.2,-119.9
1500,1814,,5.3,35.8,114.4
1502,1814,,6.0,23.7,102.5
1506,1815,,6.5,25.2,121.2
1507,1815,,6.8,34.8,111.2
1508,1815,150,7.0,-8.0,115.0
1512,1816,33,7.5,15.5,-91.5
1513,1816,,6.5,31.4,100.7
1515,1817,,8.0,45.9,6.8
1517,1817,,6.8,38.25,22.25
1520,1818,,7.0,-4.0,101.5
1521,1818,,7.5,19.1,-103.6
1525,1818,600,8.5,-7.0,117.0
1526,1819,,5.8,36.1,102.3
1528,1819,,8.0,-27.4,-70.3
1529,1819,,8.0,-27.4,-70.3
1530,1819,,8.5,-27.0,-71.5
1532,1819,,7.7,23.0,71.0
1533,1819,,5.8,66.416,12.85
1536,1820,,7.6,17.2,-99.6
1537,1820,,6.0,34.1,113.8
1539,1820,,6.9,37.75,21.25
1540,1820,80,7.5,-7.0,119.0
1543,1820,,6.2,-4.5,11.6
1548,1821,,6.7,45.7,26.6
1549,1822,,7.6,10.1,-83.3
1550,1822,,5.5,33.0,104.6
1553,1822,,8.5,-33.0,-72.0
1561,1823,150,6.8,-6.5,108.5
1567,1824,,6.4,29.8,52.4
1572,1825,,6.8,38.75,20.75
1578,1825,,6.7,36.1,52.6
1580,1826,,8.2,4.6,-73.9
1582,1826,,8.0,-45.8,166.5
1583,1827,,5.3,34.9,111.1
1587,1827,,7.0,1.8,-76.4
1590,1828,50,8.3,-12.13,-77.809
1591,1828,,6.4,32.6,129.9
1593,1828,10,5.7,40.7,48.4
1597,1829,40,7.5,51.4,104.1
1601,1829,,7.0,-33.05,-71.63
1602,1829,,5.5,33.2,117.9
1603,1829,,6.0,36.6,118.5
1608,1830,16,6.3,43.0,47.0
1609,1830,,6.5,36.4,54.3
1611,1830,,7.5,36.4,114.2
1618,1831,,6.3,32.8,116.8
1619,1831,,7.8,-18.5,-71.0
1620,1831,,7.0,12.4,-61.5
1625,1833,,6.4,40.4,19.9
1628,1833,,7.5,29.4,80.1
1629,1833,,8.0,28.3,85.5
1630,1833,,8.0,25.2,103.0
1631,1833,,7.7,-18.251,-71.01
1632,1833,75,8.3,-2.5,100.5
1633,1833,,7.4,38.9,139.15
1634,1834,5,7.0,1.2,-77.0
1635,1834,,6.4,43.3,141.4
1638,1834,,7.0,16.8,-99.9
1639,1834,,5.0,24.9,103.0
1641,1834,,6.3,31.3,35.6
1645,1834,32,6.8,47.6,22.3
1646,1834,,5.5,33.0,97.0
1647,1834,,6.0,28.6,87.1
1648,1835,,8.2,-36.83,-73.03
1650,1835,,7.6,37.9,141.9
1657,1836,,7.5,-22.6,-70.3
1659,1836,,7.5,-8.3,118.7
1660,1837,,6.4,33.0,35.5
1663,1837,,6.5,16.86,-99.88
1665,1837,,6.0,34.6,103.7
1666,1837,100,7.3,5.5,96.0
1667,1837,,7.0,19.45,-99.15
1668,1837,,8.5,-42.5,-74.0
1669,1837,,7.5,20.0,-105.0
1671,1838,150,6.9,45.7,26.6
1673,1838,,7.0,37.6,-122.4
1676,1839,33,7.8,14.4,-61.1
1677,1839,,6.0,26.1,99.9
1678,1839,,6.0,26.1,99.9
1683,1839,,7.3,42.5,145.0
1684,1839,,6.5,23.4,120.4
1686,1840,150,7.0,-8.0,110.5
1689,1840,,6.5,12.9,123.9
1690,1840,,6.7,39.7,44.4
1691,1840,8,4.9,46.2,14.7
1693,1840,,5.2,39.8,-75.2
1694,1841,30,8.4,52.0,158.0
1698,1841,,6.0,-4.0,127.5
1699,1842,3,4.3,40.5,50.0
1702,1842,,8.1,19.75,-72.2
1703,1842,,7.0,43.6,93.0
1705,1842,,6.0,24.0,89.25
1707,1843,70,7.3,1.5,98.0
1709,1843,,6.0,-7.2,114.0
1710,1843,33,8.3,16.5,-62.2
1713,1843,,8.4,42.0,146.0
1714,1843,33,7.5,-39.9,175.0
1718,1844,,6.4,33.6,51.4
1720,1844,,6.9,37.4,48.0
1721,1844,,7.4,11.2,-84.8
1725,1845,,7.0,1.48,124.85
1728,1845,,6.0,24.1,120.5
1730,1845,,8.0,17.0,-100.6
1732,1845,,6.3,23.583,68.367
1735,1845,7,4.9,46.1,14.5
1736,1846,,7.3,2.0,126.5
1738,1846,,6.9,39.5,142.5
1740,1846,50,7.9,-14.0,-76.8
1742,1846,5,6.1,43.4,10.6
1743,1846,,7.5,26.0,93.0
1745,1847,,7.4,37.0,138.0
1747,1847,40,7.5,46.0,152.0
1750,1847,,7.3,-31.61,-71.18
1758,1848,,6.5,-17.9,-149.9
1759,1848,,7.9,-41.3,174.5
1761,1848,,6.0,-41.67,174.0
1762,1848,,6.8,24.1,120.5
1763,1849,,7.5,14.0,143.3
1764,1849,13,6.0,7.3,-72.3
1767,1849,20,7.5,55.0,166.0
1768,1849,,7.5,-29.95,-71.37
1770,1850,,7.5,27.8,102.3
1771,1850,,5.0,34.7,104.9
1776,1851,,7.1,-33.32,-71.42
1780,1851,,7.2,-27.35,-70.35
1782,1851,,6.6,40.5,19.7
1786,1852,150,6.5,-6.5,105.5
1789,1852,10,5.8,37.1,58.4
1791,1852,,6.0,37.5,105.2
1793,1852,,7.3,39.9,41.3
1794,1852,,7.5,14.0,120.5
1795,1852,,6.8,1.5,98.0
1798,1852,100,8.3,-5.25,129.75
1800,1852,,7.0,32.5,-115.5
1804,1852,,7.0,-5.0,130.5
1810,1853,14,6.7,10.5,-64.2
1817,1854,,6.0,-3.5,128.6
1828,1854,,7.2,8.5,-83.0
1829,1854,,7.2,8.5,-83.0
1830,1854,,4.5,38.06,45.03
1833,1854,,8.3,34.0,137.9
1834,1854,,8.4,33.1,135.0
1835,1854,,5.5,29.1,107.1
1837,1855,33,8.0,-41.25,175.0
1839,1855,25,5.5,-39.2,177.6
1840,1855,,6.7,40.2,29.1
1845,1855,,6.7,40.2,29.1
1847,1855,,6.0,34.1,-118.1
1854,1855,,7.0,34.5,137.6
1855,1855,,7.0,35.65,139.8
1856,1855,,7.0,32.5,134.5
1857,1855,,5.5,39.1,121.6
1859,1855,,4.8,29.2,108.1
1862,1856,,5.5,37.5,-122.3
1865,1856,,5.5,29.7,108.8
1867,1856,,7.5,16.0,-88.0
1870,1856,,8.0,40.5,143.5
1872,1856,,6.6,38.25,26.25
1874,1857,,8.3,35.0,-119.0
1876,1857,,6.7,38.4,42.1
1877,1857,,8.0,-5.5,147.0
1878,1857,50,7.0,-8.0,115.5
1880,1857,,6.4,34.8,138.3
1886,1857,,6.5,40.3,16.0
1888,1858,20,7.5,55.0,166.0
1892,1858,,6.5,-30.0,-71.4
1902,1858,,7.3,1.0,126.0
1905,1859,,6.1,39.9,41.3
1906,1859,10,5.9,40.7,48.5
1907,1859,,7.0,1.0,126.5
1909,1859,,7.3,0.009,125.5
1912,1859,,6.2,13.33,-87.81
1914,1859,,6.8,-5.5,130.5
